"municipality","state","latitude","longitude"
"SAO THOME DAS LETRAS","MG","-21.72","-44.98"
"SAO TIAGO","MG","-20.91","-44.5"
"SAO TOMAS DE AQUINO","MG","-20.78","-47.09"
"SAO TOME","PR","-23.53","-52.59"
"SAO TOME","RN","-5.97","-36.07"
"SAO VALENTIM","RS","-27.55","-52.52"
"SAO VALENTIM DO SUL","RS","-29.04","-51.76"
"SAO VALERIO DA NATIVIDADE","TO","-11.97","-48.23"
"SAO VALERIO DO SUL","RS","-27.78","-53.93"
"SAO VENDELINO","RS","-29.36","-51.37"
"SAO VICENTE","RN","-6.21","-36.68"
"SAO VICENTE","SP","-23.96","-46.39"
"SAO VICENTE DE MINAS","MG","-21.71","-44.44"
"SAO VICENTE DO SUL","RS","-29.69","-54.67"
"SAO VICENTE FERRER","MA","-2.89","-44.88"
"SAO VICENTE FERRER","PE","-7.59","-35.49"
"SAPE","PB","-7.09","-35.229999999999997"
"SAPEACU","BA","-12.72","-39.18"
"SAPEZAL","MT","-12.98","-58.76"
"SAPIRANGA","RS","-29.63","-51"
"SAPOPEMA","PR","-23.91","-50.58"
"SAPUCAIA","PA","-6.94","-49.68"
"SAPUCAIA","RJ","-21.99","-42.91"
"SAPUCAIA DO SUL","RS","-29.83","-51.14"
"SAPUCAI-MIRIM","MG","-22.74","-45.74"
"SAQUAREMA","RJ","-22.92","-42.51"
"SARANDI","PR","-23.44","-51.87"
"SARANDI","RS","-27.94","-52.92"
"SARAPUI","SP","-23.64","-47.82"
"SARDOA","MG","-18.78","-42.36"
"SARUTAIA","SP","-23.27","-49.48"
"SARZEDO","MG","-20.03","-44.14"
"SATIRO DIAS","BA","-11.6","-38.6"
"SATUBA","AL","-9.56","-35.82"
"SATUBINHA","MA","-3.84","-45.16"
"SAUBARA","BA","-12.73","-38.76"
"SAUDADE DO IGUACU","PR","-25.69","-52.61"
"SAUDADES","SC","-26.92","-53"
"SAUDE","BA","-10.94","-40.409999999999997"
"SCHROEDER","SC","-26.41","-49.07"
"SEABRA","BA","-12.41","-41.77"
"SEARA","SC","-27.14","-52.31"
"SEBASTIANOPOLIS DO SUL","SP","-20.65","-49.92"
"SEBASTIAO BARROS","PI","-10.81","-44.83"
"SEBASTIAO LARANJEIRAS","BA","-14.57","-42.94"
"SEBASTIAO LEAL","PI","-7.56","-44.06"
"SEBERI","RS","-27.47","-53.4"
"SEDE NOVA","RS","-27.63","-53.94"
"SEGREDO","RS","-29.26","-53.01"
"SELBACH","RS","-28.62","-52.95"
"SELVIRIA","MS","-20.36","-51.41"
"SEM-PEIXE","MG","-20.100000000000001","-42.83"
"SENA MADUREIRA","AC","-9.06","-68.650000000000006"
"SENADOR ALEXANDRE COSTA","MA","-5.25","-44.05"
"SENADOR AMARAL","MG","-22.58","-46.17"
"SENADOR CANEDO","GO","-16.7","-49.09"
"SENADOR CORTES","MG","-21.8","-42.94"
"SENADOR ELOI DE SOUZA","RN","-6.03","-35.69"
"SENADOR FIRMINO","MG","-20.91","-43.09"
"SENADOR GEORGINO AVELINO","RN","-6.16","-35.119999999999997"
"SENADOR GUIOMARD","AC","-10.15","-67.73"
"SENADOR JOSE BENTO","MG","-22.16","-46.17"
"SENADOR JOSE PORFIRIO","PA","-2.59","-51.95"
"SENADOR LA ROCQUE","MA","-5.44","-47.29"
"SENADOR MODESTINO GONCALVES","MG","-17.940000000000001","-43.22"
"SENADOR POMPEU","CE","-5.58","-39.369999999999997"
"SENADOR RUI PALMEIRA","AL","-9.35","-37.5"
"SENADOR SA","CE","-3.35","-40.46"
"SENADOR SALGADO FILHO","RS","-28.03","-54.54"
"SENGES","PR","-24.11","-49.46"
"SENHOR DO BONFIM","BA","-10.46","-40.19"
"SENHORA DE OLIVEIRA","MG","-20.79","-43.34"
"SENHORA DO PORTO","MG","-18.89","-43.08"
"SENHORA DOS REMEDIOS","MG","-21.02","-43.58"
"SENTINELA DO SUL","RS","-30.61","-51.57"
"SENTO SE","BA","-9.74","-41.88"
"SERAFINA CORREA","RS","-28.71","-51.93"
"SERICITA","MG","-20.47","-42.48"
"SERIDO","PB","-6.93","-36.4"
"SERINGUEIRAS","RO","-11.79","-63.03"
"SERIO","RS","-29.38","-52.26"
"SERITINGA","MG","-21.9","-44.51"
"SEROPEDICA","RJ","-22.74","-43.7"
"SERRA","ES","-20.12","-40.299999999999997"
"SERRA ALTA","SC","-26.72","-53.04"
"SERRA AZUL","SP","-21.31","-47.56"
"SERRA AZUL DE MINAS","MG","-18.36","-43.17"
"SERRA BRANCA","PB","-7.48","-36.659999999999997"
"SERRA DA RAIZ","PB","-6.68","-35.44"
"SERRA DA SAUDADE","MG","-19.43","-45.79"
"SERRA DE SAO BENTO","RN","-6.41","-35.700000000000003"
"SERRA DO MEL","RN","-5.17","-37.020000000000003"
"SERRA DO NAVIO","AP","0.89","-52"
"SERRA DO RAMALHO","BA","-13.57","-43.59"
"SERRA DO SALITRE","MG","-19.11","-46.69"
"SERRA DOS AIMORES","MG","-17.78","-40.24"
"SERRA DOURADA","BA","-12.76","-43.95"
"SERRA GRANDE","PB","-7.21","-38.369999999999997"
"SERRA NEGRA","SP","-22.61","-46.7"
"SERRA NEGRA DO NORTE","RN","-6.66","-37.39"
"SERRA PRETA","BA","-12.16","-39.33"
"SERRA REDONDA","PB","-7.17","-35.67"
"SERRA TALHADA","PE","-7.98","-38.29"
"SERRANA","SP","-21.21","-47.59"
"SERRANIA","MG","-21.54","-46.04"
"SERRANO DO MARANHAO","MA","-1.85","-45.12"
"SERRANOPOLIS","GO","-18.3","-51.96"
"SERRANOPOLIS DE MINAS","MG","-15.82","-42.87"
"SERRANOPOLIS DO IGUACU","PR","-25.38","-54.05"
"SERRANOS","MG","-21.89","-44.51"
"SERRARIA","PB","-6.85","-35.619999999999997"
"SERRINHA","BA","-11.66","-39"
"SERRINHA","RN","-6.27","-35.49"
"SERRINHA DOS PINTOS","RN","-6.11","-37.950000000000003"
"SERRITA","PE","-7.93","-39.29"
"SERRO","MG","-18.600000000000001","-43.37"
"SERROLANDIA","BA","-11.41","-40.299999999999997"
"SERTANEJA","PR","-23.03","-50.83"
"SERTANIA","PE","-8.07","-37.26"
"SERTANOPOLIS","PR","-23.05","-51.03"
"SERTAO","RS","-27.98","-52.26"
"SERTAO SANTANA","RS","-30.46","-51.6"
"SERTAOZINHO","PB","-6.75","-35.44"
"SERTAOZINHO","SP","-21.13","-47.99"
"SETE BARRAS","SP","-24.38","-47.92"
"SETE DE SETEMBRO","RS","-28.13","-54.46"
"SETE LAGOAS","MG","-19.46","-44.24"
"SETE QUEDAS","MS","-23.97","-55.03"
"SETUBINHA","MG","-17.72","-42.27"
"SEVERIANO DE ALMEIDA","RS","-27.43","-52.11"
"SEVERIANO MELO","RN","-5.77","-37.950000000000003"
"SEVERINIA","SP","-20.8","-48.8"
"SIDEROPOLIS","SC","-28.59","-49.42"
"SIDROLANDIA","MS","-20.93","-54.96"
"SIGEFREDO PACHECO","PI","-4.91","-41.73"
"SILVA JARDIM","RJ","-22.65","-42.39"
"SILVANIA","GO","-16.649999999999999","-48.6"
"SILVANOPOLIS","TO","-11.14","-48.16"
"SILVEIRA MARTINS","RS","-29.64","-53.58"
"SILVEIRANIA","MG","-21.15","-43.21"
"SILVEIRAS","SP","-22.66","-44.85"
"SILVES","AM","-2.83","-58.2"
"SILVIANOPOLIS","MG","-22.02","-45.83"
"SIMAO DIAS","SE","-10.73","-37.81"
"SIMAO PEREIRA","MG","-21.96","-43.31"
"SIMOES","PI","-7.59","-40.81"
"SIMOES FILHO","BA","-12.78","-38.4"
"SIMOLANDIA","GO","-14.47","-46.48"
"SIMONESIA","MG","-20.12","-42"
"SIMPLICIO MENDES","PI","-7.85","-41.91"
"SINIMBU","RS","-29.53","-52.52"
"SINOP","MT","-11.86","-55.5"
"SIQUEIRA CAMPOS","PR","-23.68","-49.83"
"SIRINHAEM","PE","-8.59","-35.11"
"SIRIRI","SE","-10.6","-37.11"
"SITIO D'ABADIA","GO","-14.8","-46.25"
"SITIO DO MATO","BA","-13.08","-43.46"
"SITIO DO QUINTO","BA","-10.35","-38.21"
"SITIO NOVO","MA","-5.87","-46.69"
"SITIO NOVO","RN","-6.1","-35.909999999999997"
"SITIO NOVO DO TOCANTINS","TO","-5.6","-47.63"
"SOBRADINHO","BA","-9.4499999999999993","-40.82"
"SOBRADINHO","RS","-29.42","-53.02"
"SOBRADO","PB","-7.14","-35.229999999999997"
"SOBRAL","CE","-3.68","-40.35"
"SOBRALIA","MG","-19.23","-42.09"
"SOCORRO","SP","-22.59","-46.52"
"SOCORRO DO PIAUI","PI","-7.86","-42.49"
"SOLANEA","PB","-6.77","-35.69"
"SOLEDADE","PB","-7.05","-36.36"
"SOLEDADE","RS","-28.81","-52.51"
"SOLEDADE DE MINAS","MG","-22.06","-45.04"
"SOLIDAO","PE","-7.6","-37.65"
"SOLONOPOLE","CE","-5.73","-39"
"SOMBRIO","SC","-29.11","-49.61"
"SONORA","MS","-17.57","-54.75"
"SOORETAMA","ES","-19.190000000000001","-40.090000000000003"
"SOROCABA","SP","-23.5","-47.45"
"SORRISO","MT","-12.54","-55.71"
"SOSSEGO","PB","-6.76","-36.25"
"SOURE","PA","-0.71","-48.52"
"SOUSA","PB","-6.76","-38.229999999999997"
"SOUTO SOARES","BA","-12.08","-41.63"
"SUCUPIRA","TO","-11.99","-48.97"
"SUCUPIRA DO NORTE","MA","-6.47","-44.19"
"SUCUPIRA DO RIACHAO","MA","-6.41","-43.54"
"SUD MENUCCI","SP","-20.69","-50.92"
"SUL BRASIL","SC","-26.73","-52.96"
"SULINA","PR","-25.7","-52.72"
"SUMARE","SP","-22.82","-47.26"
"SUME","PB","-7.67","-36.880000000000003"
"SUMIDOURO","RJ","-22.05","-42.67"
"SURUBIM","PE","-7.81","-35.74"
"SUSSUAPARA","PI","-7.04","-41.38"
"SUZANAPOLIS","SP","-20.5","-51.02"
"SUZANO","SP","-23.54","-46.31"
"TABAI","RS","-29.64","-51.68"
"TABAPORA","MT","-10.8","-56.62"
"TABAPUA","SP","-20.96","-49.03"
"TABATINGA","AM","-4.25","-69.930000000000007"
"TABATINGA","SP","-21.71","-48.68"
"TABIRA","PE","-7.59","-37.53"
"TABOAO DA SERRA","SP","-23.6","-46.75"
"TABOCAS DO BREJO VELHO","BA","-12.7","-44"
"TABOLEIRO GRANDE","RN","-5.93","-38.04"
"TABULEIRO","MG","-21.35","-43.24"
"TABULEIRO DO NORTE","CE","-5.24","-38.130000000000003"
"TACAIMBO","PE","-8.31","-36.29"
"TACARATU","PE","-9.1","-38.15"
"TACIBA","SP","-22.39","-51.28"
"TACIMA","PB","-6.48","-35.630000000000003"
"TACURU","MS","-23.63","-55.01"
"TAGUAI","SP","-23.45","-49.4"
"TAGUATINGA","TO","-12.4","-46.43"
"TAIACU","SP","-21.14","-48.51"
"TAILANDIA","PA","-2.94","-48.95"
"TAIO","SC","-27.11","-49.99"
"TAIOBEIRAS","MG","-15.8","-42.23"
"TAIPAS DO TOCANTINS","TO","-12.18","-46.98"
"TAIPU","RN","-5.62","-35.590000000000003"
"TAIUVA","SP","-21.12","-48.45"
"TALISMA","TO","-12.79","-49.09"
"TAMANDARE","PE","-8.76","-35.1"
"TAMARANA","PR","-23.72","-51.09"
"TAMBAU","SP","-21.7","-47.27"
"TAMBOARA","PR","-23.2","-52.46"
"TAMBORIL","CE","-4.83","-40.32"
"TAMBORIL DO PIAUI","PI","-8.4","-42.91"
"TANABI","SP","-20.62","-49.64"
"TANGARA","RN","-6.19","-35.799999999999997"
"TANGARA","SC","-27.1","-51.24"
"TANGARA DA SERRA","MT","-14.61","-57.48"
"TANGUA","RJ","-22.73","-42.71"
"TANHACU","BA","-14.02","-41.24"
"TANQUE D'ARCA","AL","-9.5299999999999994","-36.43"
"TANQUE DO PIAUI","PI","-6.6","-42.28"
"TANQUE NOVO","BA","-13.54","-42.49"
"TANQUINHO","BA","-11.97","-39.1"
"TAPARUBA","MG","-19.75","-41.61"
"TAPAUA","AM","-5.62","-63.18"
"TAPEJARA","PR","-23.73","-52.87"
"TAPEJARA","RS","-28.06","-52.01"
"TAPERA","RS","-28.62","-52.87"
"TAPEROA","BA","-13.53","-39.090000000000003"
"TAPEROA","PB","-7.2","-36.82"
"TAPES","RS","-30.67","-51.39"
"TAPIRA","MG","-19.920000000000002","-46.82"
"TAPIRA","PR","-23.32","-53.06"
"TAPIRAI","MG","-19.88","-46.02"
"TAPIRAI","SP","-23.96","-47.5"
"TAPIRAMUTA","BA","-11.84","-40.79"
"TAPIRATIBA","SP","-21.46","-46.74"
"TAPURAH","MT","-12.77","-56.55"
"TAQUARA","RS","-29.65","-50.78"
"TAQUARACU DE MINAS","MG","-19.670000000000002","-43.68"
"TAQUARAL","SP","-21.07","-48.41"
"TAQUARAL DE GOIAS","GO","-16.05","-49.6"
"TAQUARANA","AL","-9.64","-36.49"
"TAQUARI","RS","-29.8","-51.86"
"TAQUARITINGA","SP","-21.4","-48.5"
"TAQUARITINGA DO NORTE","PE","-7.9","-36.04"
"TAQUARITUBA","SP","-23.53","-49.24"
"TAQUARIVAI","SP","-23.92","-48.69"
"TAQUARUCU DO SUL","RS","-27.4","-53.46"
"TAQUARUSSU","MS","-22.48","-53.35"
"TARABAI","SP","-22.3","-51.55"
"TARAUACA","AC","-8.16","-70.760000000000005"
"TARRAFAS","CE","-6.68","-39.76"
"TARTARUGALZINHO","AP","1.5","-50.91"
"TARUMA","SP","-22.74","-50.57"
"TARUMIRIM","MG","-19.28","-42"
"TASSO FRAGOSO","MA","-8.4700000000000006","-45.74"
"TATUI","SP","-23.35","-47.85"
"TAUA","CE","-6","-40.29"
"TAUBATE","SP","-23.02","-45.55"
"TAVARES","PB","-7.63","-37.869999999999997"
"TAVARES","RS","-31.28","-51.09"
"TEFE","AM","-3.35","-64.709999999999994"
"TEIXEIRA","PB","-7.22","-37.25"
"TEIXEIRA DE FREITAS","BA","-17.53","-39.74"
"TEIXEIRA SOARES","PR","-25.36","-50.46"
"TEIXEIRAS","MG","-20.65","-42.85"
"TEIXEIROPOLIS","RO","-10.91","-62.24"
"TEJUCUOCA","CE","-3.98","-39.58"
"TEJUPA","SP","-23.34","-49.37"
"TELEMACO BORBA","PR","-24.32","-50.61"
"TELHA","SE","-10.199999999999999","-36.880000000000003"
"TENENTE ANANIAS","RN","-6.46","-38.18"
"TENENTE LAURENTINO CRUZ","RN","-6.14","-36.71"
"TENENTE PORTELA","RS","-27.37","-53.75"
"TENORIO","PB","-6.94","-36.619999999999997"
"TEODORO SAMPAIO","BA","-12.29","-38.619999999999997"
"TEODORO SAMPAIO","SP","-22.53","-52.16"
"TEOFILANDIA","BA","-11.48","-38.99"
"TEOFILO OTONI","MG","-17.850000000000001","-41.5"
"TEOLANDIA","BA","-13.6","-39.49"
"TEOTONIO VILELA","AL","-9.9","-36.35"
"TERENOS","MS","-20.440000000000001","-54.86"
"TERESINA","PI","-5.08","-42.8"
"TERESINA DE GOIAS","GO","-13.77","-47.26"
"TERESOPOLIS","RJ","-22.41","-42.96"
"TEREZINHA","PE","-9.0500000000000007","-36.619999999999997"
"TEREZOPOLIS DE GOIAS","GO","-16.39","-49.08"
"TERRA ALTA","PA","-1.03","-47.9"
"TERRA BOA","PR","-23.76","-52.44"
"TERRA DE AREIA","RS","-29.58","-50.07"
"TERRA NOVA","BA","-12.39","-38.619999999999997"
"TERRA NOVA","PE","-8.23","-39.369999999999997"
"TERRA NOVA DO NORTE","MT","-10.51","-55.23"
"TERRA RICA","PR","-22.7","-52.61"
"TERRA ROXA","PR","-24.15","-54.09"
"TERRA ROXA","SP","-20.78","-48.33"
"TERRA SANTA","PA","-2.1","-56.48"
"TESOURO","MT","-16.07","-53.55"
"TEUTONIA","RS","-29.44","-51.8"
"THEOBROMA","RO","-10.23","-62.35"
"TIANGUA","CE","-3.73","-40.99"
"TIBAGI","PR","-24.5","-50.41"
"TIBAU","RN","-4.83","-37.25"
"TIBAU DO SUL","RN","-6.18","-35.090000000000003"
"TIETE","SP","-23.1","-47.71"
"TIGRINHOS","SC","-26.68","-53.15"
"TIJUCAS","SC","-27.24","-48.63"
"TIJUCAS DO SUL","PR","-25.92","-49.19"
"TIMBAUBA","PE","-7.5","-35.31"
"TIMBAUBA DOS BATISTAS","RN","-6.46","-37.270000000000003"
"TIMBE DO SUL","SC","-28.83","-49.84"
"TIMBIRAS","MA","-4.25","-43.94"
"TIMBO","SC","-26.82","-49.27"
"TIMBO GRANDE","SC","-26.61","-50.67"
"TIMBURI","SP","-23.2","-49.6"
"TIMON","MA","-5.09","-42.83"
"TIMOTEO","MG","-19.579999999999998","-42.64"
"TIRADENTES","MG","-21.11","-44.17"
"TIRADENTES DO SUL","RS","-27.39","-54.08"
"TIROS","MG","-19","-45.96"
"TOBIAS BARRETO","SE","-11.18","-37.99"
"TOCANTINIA","TO","-9.56","-48.37"
"TOCANTINOPOLIS","TO","-6.32","-47.41"
"TOCANTINS","MG","-21.17","-43.01"
"TOCOS DO MOJI","MG","-22.37","-46.09"
"TOLEDO","MG","-22.74","-46.37"
"TOLEDO","PR","-24.71","-53.74"
"TOMAR DO GERU","SE","-11.37","-37.840000000000003"
"TOMAZINA","PR","-23.77","-49.95"
"TOMBOS","MG","-20.9","-42.02"
"TOME-ACU","PA","-2.41","-48.15"
"TONANTINS","AM","-2.87","-67.8"
"TORITAMA","PE","-7.99","-36.049999999999997"
"TORIXOREU","MT","-16.190000000000001","-52.55"
"TOROPI","RS","-29.47","-54.22"
"TORRE DE PEDRA","SP","-23.24","-48.19"
"TORRES","RS","-29.33","-49.72"
"TORRINHA","SP","-22.42","-48.16"
"TOUROS","RN","-5.19","-35.46"
"TRABIJU","SP","-22.04","-48.33"
"TRACUATEUA","PA","-1.07","-46.89"
"TRACUNHAEM","PE","-7.8","-35.24"
"TRAIPU","AL","-9.9700000000000006","-37"
"TRAIRAO","PA","-4.57","-55.94"
"TRAIRI","CE","-3.27","-39.26"
"TRAJANO DE MORAIS","RJ","-22.06","-42.06"
"TRAMANDAI","RS","-29.98","-50.13"
"TRAVESSEIRO","RS","-29.29","-52.05"
"TREMEDAL","BA","-14.97","-41.41"
"TREMEMBE","SP","-22.95","-45.54"
"TRES ARROIOS","RS","-27.49","-52.14"
"TRES BARRAS","SC","-26.1","-50.32"
"TRES BARRAS DO PARANA","PR","-25.41","-53.18"
"TRES CACHOEIRAS","RS","-29.45","-49.92"
"TRES CORACOES","MG","-21.69","-45.25"
"TRES COROAS","RS","-29.51","-50.77"
"TRES DE MAIO","RS","-27.77","-54.24"
"TRES FORQUILHAS","RS","-29.53","-50.06"
"TRES FRONTEIRAS","SP","-20.23","-50.89"
"TRES LAGOAS","MS","-20.75","-51.67"
"TRES MARIAS","MG","-18.2","-45.24"
"TRES PALMEIRAS","RS","-27.61","-52.84"
"TRES PASSOS","RS","-27.45","-53.93"
"TRES PONTAS","MG","-21.36","-45.51"
"TRES RANCHOS","GO","-18.350000000000001","-47.78"
"TRES RIOS","RJ","-22.11","-43.2"
"TREVISO","SC","-28.51","-49.45"
"TREZE DE MAIO","SC","-28.55","-49.14"
"TREZE TILIAS","SC","-27","-51.4"
"TRINDADE","GO","-16.64","-49.48"
"TRINDADE","PE","-7.76","-40.26"
"TRINDADE DO SUL","RS","-27.52","-52.89"
"TRIUNFO","PB","-6.57","-38.590000000000003"
"TRIUNFO","PE","-7.83","-38.1"
"TRIUNFO","RS","-29.94","-51.71"
"TRIUNFO POTIGUAR","RN","-5.86","-37.18"
"TRIZIDELA DO VALE","MA","-4.53","-44.62"
"TROMBAS","GO","-13.5","-48.74"
"TROMBUDO CENTRAL","SC","-27.29","-49.79"
"TUBARAO","SC","-28.46","-49"
"TUCANO","BA","-10.96","-38.78"
"TUCUMA","PA","-6.74","-51.16"
"TUCUNDUVA","RS","-27.65","-54.44"
"TUCURUI","PA","-3.76","-49.67"
"TUFILANDIA","MA","-3.72","-45.55"
"TUIUTI","SP","-22.81","-46.69"
"TUMIRITINGA","MG","-18.97","-41.64"
"TUNAPOLIS","SC","-26.96","-53.63"
"TUNAS","RS","-29.1","-52.95"
"TUNAS DO PARANA","PR","-24.97","-49.08"
"TUNEIRAS DO OESTE","PR","-23.87","-52.87"
"TUNTUM","MA","-5.25","-44.64"
"TUPA","SP","-21.93","-50.51"
"TUPACIGUARA","MG","-18.59","-48.7"
"TUPANATINGA","PE","-8.75","-37.340000000000003"
"TUPANCI DO SUL","RS","-27.92","-51.53"
"TUPANCIRETA","RS","-29.08","-53.83"
"TUPANDI","RS","-29.47","-51.42"
"TUPARENDI","RS","-27.75","-54.48"
"TUPARETAMA","PE","-7.6","-37.31"
"TUPASSI","PR","-24.58","-53.51"
"TUPI PAULISTA","SP","-21.38","-51.57"
"TUPIRAMA","TO","-8.9700000000000006","-48.18"
"TUPIRATINS","TO","-8.39","-48.11"
"TURIACU","MA","-1.66","-45.37"
"TURILANDIA","MA","-2.2000000000000002","-45.34"
"TURIUBA","SP","-20.93","-50.1"
"TURMALINA","MG","-17.28","-42.73"
"TURMALINA","SP","-20.05","-50.47"
"TURUCU","RS","-31.42","-52.17"
"TURURU","CE","-3.58","-39.43"
"TURVANIA","GO","-16.61","-50.13"
"TURVELANDIA","GO","-17.850000000000001","-50.3"
"TURVO","PR","-25.04","-51.53"
"TURVO","SC","-28.92","-49.67"
"TURVOLANDIA","MG","-21.87","-45.78"
"TUTOIA","MA","-2.76","-42.27"
"UARINI","AM","-2.99","-65.099999999999994"
"UAUA","BA","-9.84","-39.479999999999997"
"UBA","MG","-21.12","-42.94"
"UBAI","MG","-16.28","-44.77"
"UBAIRA","BA","-13.26","-39.659999999999997"
"UBAITABA","BA","-14.31","-39.32"
"UBAJARA","CE","-3.85","-40.92"
"UBAPORANGA","MG","-19.63","-42.1"
"UBARANA","SP","-21.16","-49.71"
"UBATA","BA","-14.21","-39.520000000000003"
"UBATUBA","SP","-23.43","-45.07"
"UBERABA","MG","-19.739999999999998","-47.93"
"UBERLANDIA","MG","-18.91","-48.27"
"UBIRAJARA","SP","-22.52","-49.66"
"UBIRATA","PR","-24.54","-52.98"
"UBIRETAMA","RS","-28.04","-54.68"
"UCHOA","SP","-20.95","-49.17"
"UIBAI","BA","-11.33","-42.13"
"UIRAMUTA","RR","4.59","-60.16"
"UIRAPURU","GO","-14.28","-49.92"
"UIRAUNA","PB","-6.51","-38.409999999999997"
"ULIANOPOLIS","PA","-3.75","-47.5"
"UMARI","CE","-6.64","-38.700000000000003"
"UMARIZAL","RN","-5.99","-37.81"
"UMBAUBA","SE","-11.38","-37.65"
"UMBURANAS","BA","-10.73","-41.32"
"UMBURATIBA","MG","-17.25","-40.57"
"UMBUZEIRO","PB","-7.69","-35.659999999999997"
"UMIRIM","CE","-3.67","-39.35"
"UMUARAMA","PR","-23.76","-53.32"
"UNA","BA","-15.29","-39.07"
"UNAI","MG","-16.350000000000001","-46.9"
"UNIAO","PI","-4.58","-42.86"
"UNIAO DA SERRA","RS","-28.79","-52.03"
"UNIAO DA VITORIA","PR","-26.23","-51.08"
"UNIAO DE MINAS","MG","-19.53","-50.33"
"UNIAO DO OESTE","SC","-26.76","-52.85"
"UNIAO DO SUL","MT","-11.53","-54.35"
"UNIAO DOS PALMARES","AL","-9.16","-36.03"
"UNIAO PAULISTA","SP","-20.88","-49.89"
"UNIFLOR","PR","-23.08","-52.15"
"UNISTALDA","RS","-29.04","-55.15"
"UPANEMA","RN","-5.64","-37.25"
"URAI","PR","-23.19","-50.79"
"URANDI","BA","-14.77","-42.65"
"URANIA","SP","-20.239999999999998","-50.64"
"URBANO SANTOS","MA","-3.2","-43.4"
"URU","SP","-21.78","-49.28"
"URUACU","GO","-14.52","-49.14"
"URUANA","GO","-15.49","-49.68"
"URUANA DE MINAS","MG","-16.059999999999999","-46.25"
"URUARA","PA","-3.71","-53.73"
"URUBICI","SC","-28.01","-49.59"
"URUBURETAMA","CE","-3.62","-39.5"
"URUCANIA","MG","-20.350000000000001","-42.73"
"URUCARA","AM","-2.5299999999999998","-57.76"
"URUCUCA","BA","-14.59","-39.28"
"URUCUI","PI","-7.22","-44.55"
"URUCUIA","MG","-16.13","-45.74"
"URUCURITUBA","AM","-3.13","-58.15"
"URUGUAIANA","RS","-29.75","-57.08"
"URUOCA","CE","-3.31","-40.549999999999997"
"URUPA","RO","-11.14","-62.36"
"URUPEMA","SC","-27.95","-49.87"
"URUPES","SP","-21.2","-49.29"
"URUSSANGA","SC","-28.51","-49.32"
"URUTAI","GO","-17.46","-48.2"
"UTINGA","BA","-12.08","-41.09"
"VACARIA","RS","-28.51","-50.93"
"VALE DO ANARI","RO","-9.86","-62.18"
"VALE DO PARAISO","RO","-10.44","-62.13"
"VALE DO SOL","RS","-29.6","-52.68"
"VALE REAL","RS","-29.39","-51.25"
"VALE VERDE","RS","-29.78","-52.18"
"VALENCA","BA","-13.37","-39.07"
"VALENCA","RJ","-22.24","-43.7"
"VALENCA DO PIAUI","PI","-6.4","-41.74"
"VALENTE","BA","-11.41","-39.46"
"VALENTIM GENTIL","SP","-20.420000000000002","-50.08"
"VALINHOS","SP","-22.97","-46.99"
"VALPARAISO","SP","-21.22","-50.86"
"VALPARAISO DE GOIAS","GO","-16.059999999999999","-47.97"
"VANINI","RS","-28.47","-51.84"
"VARGEAO","SC","-26.86","-52.15"
"VARGEM","SC","-27.48","-50.97"
"VARGEM","SP","-22.88","-46.41"
"VARGEM ALEGRE","MG","-19.600000000000001","-42.29"
"VARGEM ALTA","ES","-20.67","-41"
"VARGEM BONITA","MG","-20.32","-46.36"
"VARGEM BONITA","SC","-27","-51.74"
"VARGEM GRANDE","MA","-3.54","-43.91"
"VARGEM GRANDE DO RIO PARDO","MG","-15.4","-42.3"
"VARGEM GRANDE DO SUL","SP","-21.83","-46.89"
"VARGEM GRANDE PAULISTA","SP","-23.6","-47.02"
"VARGINHA","MG","-21.55","-45.43"
"VARJAO","GO","-17.04","-49.63"
"VARJAO DE MINAS","MG","-18.37","-46.03"
"VARJOTA","CE","-4.1900000000000004","-40.47"
"VARRE-SAI","RJ","-20.93","-41.86"
"VARZEA","PB","-6.77","-36.99"
"VARZEA","RN","-6.34","-35.369999999999997"
"VARZEA ALEGRE","CE","-6.78","-39.29"
"VARZEA BRANCA","PI","-9.23","-42.96"
"VARZEA DA PALMA","MG","-17.59","-44.73"
"VARZEA DA ROCA","BA","-11.6","-40.130000000000003"
"VARZEA DO POCO","BA","-11.52","-40.32"
"VARZEA GRANDE","MT","-15.64","-56.13"
"VARZEA GRANDE","PI","-6.54","-42.24"
"VARZEA NOVA","BA","-11.25","-40.94"
"VARZEA PAULISTA","SP","-23.21","-46.82"
"VARZEDO","BA","-12.97","-39.39"
"VARZELANDIA","MG","-15.7","-44.02"
"VASSOURAS","RJ","-22.4","-43.66"
"VAZANTE","MG","-17.98","-46.9"
"VENANCIO AIRES","RS","-29.6","-52.19"
"VENDA NOVA DO IMIGRANTE","ES","-20.34","-41.13"
"VENHA-VER","RN","-6.32","-38.479999999999997"
"VENTANIA","PR","-24.24","-50.24"
"VENTUROSA","PE","-8.57","-36.869999999999997"
"VERA","MT","-12.3","-55.31"
"VERA CRUZ","BA","-12.96","-38.6"
"VERA CRUZ","RN","-6.04","-35.42"
"VERA CRUZ","RS","-29.71","-52.5"
"VERA CRUZ","SP","-22.22","-49.81"
"VERA CRUZ DO OESTE","PR","-25.05","-53.87"
"VERA MENDES","PI","-7.6","-41.48"
"VERANOPOLIS","RS","-28.93","-51.54"
"VERDEJANTE","PE","-7.92","-38.97"
"VERDELANDIA","MG","-15.58","-43.6"
"VERE","PR","-25.88","-52.9"
"VEREDA","BA","-17.22","-40.090000000000003"
