"municipality","state","latitude","longitude"
"MACEDONIA","SP","-20.14","-50.19"
"MACEIO","AL","-9.66","-35.729999999999997"
"MACHACALIS","MG","-17.07","-40.71"
"MACHADINHO","RS","-27.56","-51.66"
"MACHADINHO D'OESTE","RO","-9.44","-61.98"
"MACHADO","MG","-21.67","-45.92"
"MACHADOS","PE","-7.69","-35.520000000000003"
"MACIEIRA","SC","-26.85","-51.37"
"MACUCO","RJ","-21.98","-42.25"
"MACURURE","BA","-9.16","-39.049999999999997"
"MADALENA","CE","-4.8499999999999996","-39.57"
"MADEIRO","PI","-3.48","-42.5"
"MADRE DE DEUS","BA","-12.74","-38.619999999999997"
"MADRE DE DEUS DE MINAS","MG","-21.48","-44.33"
"MAE D'AGUA","PB","-7.25","-37.42"
"MAE DO RIO","PA","-2.06","-47.55"
"MAETINGA","BA","-14.66","-41.49"
"MAFRA","SC","-26.11","-49.8"
"MAGALHAES BARATA","PA","-0.79","-47.59"
"MAGALHAES DE ALMEIDA","MA","-3.39","-42.2"
"MAGDA","SP","-20.64","-50.22"
"MAGE","RJ","-22.65","-43.04"
"MAIQUINIQUE","BA","-15.62","-40.26"
"MAIRI","BA","-11.71","-40.14"
"MAIRINQUE","SP","-23.54","-47.18"
"MAIRIPORA","SP","-23.31","-46.58"
"MAIRIPOTABA","GO","-17.29","-49.49"
"MAJOR GERCINO","SC","-27.41","-48.95"
"MAJOR ISIDORO","AL","-9.5299999999999994","-36.979999999999997"
"MAJOR SALES","RN","-6.4","-38.32"
"MAJOR VIEIRA","SC","-26.36","-50.32"
"MALACACHETA","MG","-17.84","-42.07"
"MALHADA","BA","-14.33","-43.77"
"MALHADA DE PEDRAS","BA","-14.38","-41.87"
"MALHADA DOS BOIS","SE","-10.34","-36.92"
"MALHADOR","SE","-10.65","-37.299999999999997"
"MALLET","PR","-25.87","-50.82"
"MALTA","PB","-6.9","-37.520000000000003"
"MAMANGUAPE","PB","-6.83","-35.119999999999997"
"MAMBAI","GO","-14.48","-46.11"
"MAMBORE","PR","-24.31","-52.53"
"MAMONAS","MG","-15.05","-42.94"
"MAMPITUBA","RS","-29.21","-49.93"
"MANACAPURU","AM","-3.3","-60.62"
"MANAIRA","PB","-7.7","-38.15"
"MANAQUIRI","AM","-3.42","-60.45"
"MANARI","PE","-8.9600000000000009","-37.619999999999997"
"MANAUS","AM","-3.1","-60.02"
"MANCIO LIMA","AC","-7.61","-72.89"
"MANDAGUACU","PR","-23.34","-52.09"
"MANDAGUARI","PR","-23.54","-51.67"
"MANDIRITUBA","PR","-25.77","-49.32"
"MANDURI","SP","-23","-49.32"
"MANFRINOPOLIS","PR","-26.14","-53.31"
"MANGA","MG","-14.75","-43.93"
"MANGARATIBA","RJ","-22.96","-44.04"
"MANGUEIRINHA","PR","-25.94","-52.17"
"MANHUACU","MG","-20.25","-42.03"
"MANHUMIRIM","MG","-20.350000000000001","-41.95"
"MANICORE","AM","-5.8","-61.3"
"MANOEL EMIDIO","PI","-8.01","-43.87"
"MANOEL RIBAS","PR","-24.51","-51.66"
"MANOEL URBANO","AC","-8.83","-69.260000000000005"
"MANOEL VIANA","RS","-29.58","-55.48"
"MANOEL VITORINO","BA","-14.14","-40.24"
"MANSIDAO","BA","-10.71","-44.03"
"MANTENA","MG","-18.78","-40.98"
"MANTENOPOLIS","ES","-18.86","-41.12"
"MAQUINE","RS","-29.67","-50.2"
"MAR DE ESPANHA","MG","-21.86","-43.01"
"MAR VERMELHO","AL","-9.44","-36.380000000000003"
"MARA ROSA","GO","-14.01","-49.17"
"MARAA","AM","-1.85","-65.58"
"MARABA","PA","-5.36","-49.11"
"MARABA PAULISTA","SP","-22.1","-51.96"
"MARACACUME","MA","-2.04","-45.95"
"MARACAI","SP","-22.61","-50.66"
"MARACAJA","SC","-28.84","-49.45"
"MARACAJU","MS","-21.61","-55.16"
"MARACANA","PA","-0.76","-47.45"
"MARACANAU","CE","-3.87","-38.619999999999997"
"MARACAS","BA","-13.44","-40.43"
"MARAGOGI","AL","-9.01","-35.22"
"MARAGOGIPE","BA","-12.77","-38.909999999999997"
"MARAIAL","PE","-8.8000000000000007","-35.82"
"MARAJA DO SENA","MA","-4.59","-45.57"
"MARANGUAPE","CE","-3.89","-38.68"
"MARANHAOZINHO","MA","-2.31","-45.84"
"MARAPANIM","PA","-0.71","-47.69"
"MARAPOAMA","SP","-21.25","-49.12"
"MARATA","RS","-29.54","-51.55"
"MARATAIZES","ES","-21.04","-40.82"
"MARAU","BA","-14.1","-39.01"
"MARAU","RS","-28.44","-52.2"
"MARAVILHA","AL","-9.23","-37.35"
"MARAVILHA","SC","-26.76","-53.17"
"MARAVILHAS","MG","-19.510000000000002","-44.67"
"MARCACAO","PB","-6.77","-35.01"
"MARCELANDIA","MT","-11.13","-54.59"
"MARCELINO RAMOS","RS","-27.46","-51.9"
"MARCELINO VIEIRA","RN","-6.29","-38.159999999999997"
"MARCIONILIO SOUZA","BA","-13","-40.53"
"MARCO","CE","-3.12","-40.14"
"MARCOLANDIA","PI","-7.44","-40.659999999999997"
"MARCOS PARENTE","PI","-7.12","-43.89"
"MARECHAL CANDIDO RONDON","PR","-24.55","-54.05"
"MARECHAL DEODORO","AL","-9.7100000000000009","-35.89"
"MARECHAL FLORIANO","ES","-20.41","-40.68"
"MARECHAL THAUMATURGO","AC","-8.94","-72.790000000000006"
"MAREMA","SC","-26.8","-52.62"
"MARI","PB","-7.06","-35.31"
"MARIA DA FE","MG","-22.3","-45.37"
"MARIA HELENA","PR","-23.61","-53.2"
"MARIALVA","PR","-23.48","-51.79"
"MARIANA","MG","-20.37","-43.41"
"MARIANA PIMENTEL","RS","-30.35","-51.58"
"MARIANO MORO","RS","-27.35","-52.14"
"MARIANOPOLIS DO TOCANTINS","TO","-9.7899999999999991","-49.65"
"MARIAPOLIS","SP","-21.79","-51.18"
"MARIBONDO","AL","-9.57","-36.299999999999997"
"MARICA","RJ","-22.91","-42.81"
"MARILAC","MG","-18.5","-42.08"
"MARILANDIA","ES","-19.41","-40.54"
"MARILANDIA DO SUL","PR","-23.74","-51.3"
"MARILENA","PR","-22.73","-53.04"
"MARILIA","SP","-22.21","-49.94"
"MARILUZ","PR","-24","-53.14"
"MARINGA","PR","-23.42","-51.93"
"MARINOPOLIS","SP","-20.440000000000001","-50.82"
"MARIO CAMPOS","MG","-20.05","-44.18"
"MARIOPOLIS","PR","-26.35","-52.55"
"MARIPA","PR","-24.41","-53.83"
"MARIPA DE MINAS","MG","-21.69","-42.95"
"MARITUBA","PA","-1.35","-48.34"
"MARIZOPOLIS","PB","-6.84","-38.340000000000003"
"MARLIERIA","MG","-19.71","-42.73"
"MARMELEIRO","PR","-26.14","-53.02"
"MARMELOPOLIS","MG","-22.44","-45.16"
"MARQUES DE SOUZA","RS","-29.32","-52.09"
"MARQUINHO","PR","-25.11","-52.25"
"MARTINHO CAMPOS","MG","-19.329999999999998","-45.23"
"MARTINOPOLE","CE","-3.22","-40.69"
"MARTINOPOLIS","SP","-22.14","-51.17"
"MARTINS","RN","-6.08","-37.909999999999997"
"MARTINS SOARES","MG","-20.25","-41.87"
"MARUIM","SE","-10.73","-37.08"
"MARUMBI","PR","-23.7","-51.63"
"MARZAGAO","GO","-17.98","-48.64"
"MASCOTE","BA","-15.56","-39.299999999999997"
"MASSAPE","CE","-3.52","-40.340000000000003"
"MASSAPE DO PIAUI","PI","-7.46","-41.12"
"MASSARANDUBA","PB","-7.2","-35.78"
"MASSARANDUBA","SC","-26.61","-49"
"MATA","RS","-29.56","-54.46"
"MATA DE SAO JOAO","BA","-12.53","-38.29"
"MATA GRANDE","AL","-9.11","-37.729999999999997"
"MATA ROMA","MA","-3.62","-43.11"
"MATA VERDE","MG","-15.68","-40.74"
"MATAO","SP","-21.6","-48.36"
"MATARACA","PB","-6.6","-35.049999999999997"
"MATEIROS","TO","-10.54","-46.42"
"MATELANDIA","PR","-25.24","-53.99"
"MATERLANDIA","MG","-18.47","-43.06"
"MATEUS LEME","MG","-19.98","-44.42"
"MATHIAS LOBATO","MG","-18.59","-41.9"
"MATIAS BARBOSA","MG","-21.86","-43.31"
"MATIAS CARDOSO","MG","-14.85","-43.92"
"MATIAS OLIMPIO","PI","-3.71","-42.55"
"MATINA","BA","-13.9","-42.84"
"MATINHA","MA","-3.1","-45.03"
"MATINHAS","PB","-7.12","-35.76"
"MATINHOS","PR","-25.81","-48.54"
"MATIPO","MG","-20.28","-42.34"
"MATO CASTELHANO","RS","-28.27","-52.19"
"MATO GROSSO","PB","-6.53","-37.72"
"MATO LEITAO","RS","-29.52","-52.12"
"MATO RICO","PR","-24.7","-52.14"
"MATO VERDE","MG","-15.39","-42.86"
"MATOES","MA","-5.51","-43.19"
"MATOES DO NORTE","MA","-3.63","-44.55"
"MATOS COSTA","SC","-26.47","-51.14"
"MATOZINHOS","MG","-19.55","-44.08"
"MATRINCHA","GO","-15.44","-50.74"
"MATRIZ DE CAMARAGIBE","AL","-9.15","-35.53"
"MATUPA","MT","-10.050000000000001","-54.93"
"MATUREIA","PB","-7.26","-37.35"
"MATUTINA","MG","-19.22","-45.96"
"MAUA","SP","-23.66","-46.46"
"MAUA DA SERRA","PR","-23.9","-51.22"
"MAUES","AM","-3.38","-57.71"
"MAURILANDIA","GO","-17.97","-50.33"
"MAURILANDIA DO TOCANTINS","TO","-5.95","-47.5"
"MAURITI","CE","-7.38","-38.770000000000003"
"MAXARANGUAPE","RN","-5.51","-35.26"
"MAXIMILIANO DE ALMEIDA","RS","-27.63","-51.8"
"MAZAGAO","AP","-0.11","-51.28"
"MEDEIROS","MG","-19.989999999999998","-46.22"
"MEDEIROS NETO","BA","-17.37","-40.22"
"MEDIANEIRA","PR","-25.29","-54.09"
"MEDICILANDIA","PA","-3.44","-52.88"
"MEDINA","MG","-16.22","-41.47"
"MELEIRO","SC","-28.82","-49.63"
"MELGACO","PA","-1.8","-50.71"
"MENDES","RJ","-22.52","-43.73"
"MENDES PIMENTEL","MG","-18.66","-41.4"
"MENDONCA","SP","-21.16","-49.58"
"MERCEDES","PR","-24.45","-54.16"
"MERCES","MG","-21.19","-43.34"
"MERIDIANO","SP","-20.350000000000001","-50.17"
"MERUOCA","CE","-3.54","-40.450000000000003"
"MESOPOLIS","SP","-19.96","-50.63"
"MESQUITA","MG","-19.22","-42.6"
"MESSIAS","AL","-9.3800000000000008","-35.840000000000003"
"MESSIAS TARGINO","RN","-6.07","-37.51"
"MIGUEL ALVES","PI","-4.16","-42.89"
"MIGUEL CALMON","BA","-11.42","-40.590000000000003"
"MIGUEL LEAO","PI","-5.68","-42.73"
"MIGUEL PEREIRA","RJ","-22.45","-43.46"
"MIGUELOPOLIS","SP","-20.170000000000002","-48.03"
"MILAGRES","BA","-12.87","-39.85"
"MILAGRES","CE","-7.31","-38.94"
"MILAGRES DO MARANHAO","MA","-3.58","-42.6"
"MILHA","CE","-5.67","-39.19"
"MILTON BRANDAO","PI","-4.68","-41.42"
"MIMOSO DE GOIAS","GO","-15.05","-48.16"
"MIMOSO DO SUL","ES","-21.06","-41.36"
"MINACU","GO","-13.53","-48.22"
"MINADOR DO NEGRAO","AL","-9.3000000000000007","-36.86"
"MINAS DO LEAO","RS","-30.12","-52.04"
"MINAS NOVAS","MG","-17.21","-42.59"
"MINDURI","MG","-21.68","-44.6"
"MINEIROS","GO","-17.559999999999999","-52.55"
"MINEIROS DO TIETE","SP","-22.4","-48.45"
"MINISTRO ANDREAZZA","RO","-11.07","-61.51"
"MIRA ESTRELA","SP","-19.97","-50.13"
"MIRABELA","MG","-16.260000000000002","-44.16"
"MIRACATU","SP","-24.28","-47.46"
"MIRACEMA","RJ","-21.41","-42.19"
"MIRACEMA DO TOCANTINS","TO","-9.56","-48.39"
"MIRADOR","MA","-6.37","-44.36"
"MIRADOR","PR","-23.25","-52.77"
"MIRADOURO","MG","-20.89","-42.34"
"MIRAGUAI","RS","-27.49","-53.68"
"MIRAI","MG","-21.19","-42.61"
"MIRAIMA","CE","-3.56","-39.97"
"MIRANDA","MS","-20.239999999999998","-56.37"
"MIRANDA DO NORTE","MA","-3.56","-44.58"
"MIRANDIBA","PE","-8.11","-38.72"
"MIRANDOPOLIS","SP","-21.13","-51.1"
"MIRANGABA","BA","-10.95","-40.57"
"MIRANORTE","TO","-9.52","-48.59"
"MIRANTE","BA","-14.24","-40.770000000000003"
"MIRANTE DA SERRA","RO","-11.03","-62.67"
"MIRANTE DO PARANAPANEMA","SP","-22.29","-51.9"
"MIRASELVA","PR","-22.96","-51.45"
"MIRASSOL","SP","-20.81","-49.52"
"MIRASSOL D'OESTE","MT","-15.67","-58.09"
"MIRASSOLANDIA","SP","-20.61","-49.46"
"MIRAVANIA","MG","-14.74","-44.4"
"MIRIM DOCE","SC","-27.19","-50.07"
"MIRINZAL","MA","-2.06","-44.78"
"MISSAL","PR","-25.09","-54.24"
"MISSAO VELHA","CE","-7.25","-39.14"
"MOCAJUBA","PA","-2.58","-49.5"
"MOCOCA","SP","-21.46","-47"
"MODELO","SC","-26.77","-53.05"
"MOEDA","MG","-20.329999999999998","-44.05"
"MOEMA","MG","-19.84","-45.41"
"MOGEIRO","PB","-7.29","-35.47"
"MOGII-GUACU","SP","-22.37","-46.94"
"MOIPORA","GO","-16.54","-50.73"
"MOITA BONITA","SE","-10.57","-37.340000000000003"
"MOJI DAS CRUZES","SP","-23.52","-46.18"
"MOJI-MIRIM","SP","-22.43","-46.95"
"MOJU","PA","-1.88","-48.76"
"MOMBACA","CE","-5.74","-39.619999999999997"
"MOMBUCA","SP","-22.92","-47.56"
"MONCAO","MA","-3.49","-45.25"
"MONCOES","SP","-20.85","-50.09"
"MONDAI","SC","-27.1","-53.4"
"MONGAGUA","SP","-24.08","-46.62"
"MONJOLOS","MG","-18.32","-44.11"
"MONSENHOR GIL","PI","-5.56","-42.6"
"MONSENHOR HIPOLITO","PI","-6.99","-41.03"
"MONSENHOR PAULO","MG","-21.75","-45.54"
"MONSENHOR TABOSA","CE","-4.78","-40.06"
"MONTADAS","PB","-7.11","-35.909999999999997"
"MONTALVANIA","MG","-14.42","-44.36"
"MONTANHA","ES","-18.12","-40.36"
"MONTANHAS","RN","-6.48","-35.28"
"MONTAURI","RS","-28.65","-52.07"
"MONTE ALEGRE","PA","-2","-54.06"
"MONTE ALEGRE","RN","-6.06","-35.33"
"MONTE ALEGRE DE GOIAS","GO","-13.25","-46.9"
"MONTE ALEGRE DE MINAS","MG","-18.87","-48.88"
"MONTE ALEGRE DE SERGIPE","SE","-10.02","-37.56"
"MONTE ALEGRE DO PIAUI","PI","-9.75","-45.3"
"MONTE ALEGRE DO SUL","SP","-22.68","-46.68"
"MONTE ALEGRE DOS CAMPOS","RS","-28.68","-50.78"
"MONTE ALTO","SP","-21.26","-48.49"
"MONTE APRAZIVEL","SP","-20.77","-49.71"
"MONTE AZUL","MG","-15.15","-42.87"
"MONTE AZUL PAULISTA","SP","-20.9","-48.64"
"MONTE BELO","MG","-21.32","-46.36"
"MONTE BELO DO SUL","RS","-29.16","-51.63"
"MONTE CARLO","SC","-27.22","-50.98"
"MONTE CARMELO","MG","-18.72","-47.49"
"MONTE CASTELO","SC","-26.46","-50.23"
"MONTE CASTELO","SP","-21.29","-51.56"
"MONTE DAS GAMELEIRAS","RN","-6.44","-35.78"
"MONTE DO CARMO","TO","-10.76","-48.1"
"MONTE FORMOSO","MG","-16.86","-41.25"
"MONTE HOREBE","PB","-7.21","-38.58"
"MONTE MOR","SP","-22.94","-47.31"
"MONTE NEGRO","RO","-10.29","-63.32"
"MONTE SANTO","BA","-10.43","-39.33"
"MONTE SANTO DE MINAS","MG","-21.19","-46.98"
"MONTE SANTO DO TOCANTINS","TO","-10","-48.99"
"MONTE SIAO","MG","-22.43","-46.57"
"MONTEIRO","PB","-7.88","-37.119999999999997"
"MONTEIRO LOBATO","SP","-22.95","-45.84"
"MONTEIROPOLIS","AL","-9.6","-37.24"
"MONTENEGRO","RS","-29.68","-51.46"
"MONTES ALTOS","MA","-5.83","-47.06"
"MONTES CLAROS","MG","-16.73","-43.86"
"MONTES CLAROS DE GOIAS","GO","-16","-51.39"
"MONTEZUMA","MG","-15.17","-42.49"
"MONTIVIDIU","GO","-17.440000000000001","-51.17"
"MONTIVIDIU DO NORTE","GO","-13.11","-48.6"
"MORADA NOVA","CE","-5.0999999999999996","-38.369999999999997"
"MORADA NOVA DE MINAS","MG","-18.600000000000001","-45.35"
"MORAUJO","CE","-3.46","-40.68"
"MOREILANDIA","PE","-7.63","-39.549999999999997"
"MOREIRA SALES","PR","-24.06","-53"
"MORENO","PE","-8.11","-35.090000000000003"
"MORMACO","RS","-28.69","-52.69"
"MORPARA","BA","-11.55","-43.28"
"MORRETES","PR","-25.47","-48.83"
"MORRINHOS","CE","-3.22","-40.119999999999997"
"MORRINHOS","GO","-17.73","-49.1"
"MORRINHOS DO SUL","RS","-29.36","-49.93"
"MORRO AGUDO","SP","-20.73","-48.05"
"MORRO AGUDO DE GOIAS","GO","-15.32","-50.05"
"MORRO CABECA NO TEMPO","PI","-9.7200000000000006","-43.9"
"MORRO DA FUMACA","SC","-28.65","-49.21"
"MORRO DA GARCA","MG","-18.54","-44.6"
"MORRO DO CHAPEU","BA","-11.55","-41.15"
"MORRO DO CHAPEU DO PIAUI","PI","-3.74","-42.31"
"MORRO DO PILAR","MG","-19.21","-43.37"
"MORRO GRANDE","SC","-28.8","-49.72"
"MORRO REDONDO","RS","-31.58","-52.63"
"MORRO REUTER","RS","-29.53","-51.08"
"MORROS","MA","-2.86","-44.03"
"MORTUGABA","BA","-15.02","-42.36"
"MORUNGABA","SP","-22.88","-46.79"
"MOSQUITO","TO","-6.61","-47.54"
"MOSSAMEDES","GO","-16.12","-50.21"
"MOSSORO","RN","-5.18","-37.340000000000003"
"MOSTARDAS","RS","-31.1","-50.92"
"MOTUCA","SP","-21.5","-48.15"
"MOZARLANDIA","GO","-14.74","-50.57"
"MUANA","PA","-1.52","-49.21"
"MUCAJAI","RR","2.4300000000000002","-60.9"
"MUCAMBO","CE","-3.9","-40.74"
"MUCUGE","BA","-13","-41.37"
"MUCUM","RS","-29.16","-51.86"
"MUCURI","BA","-18.079999999999998","-39.549999999999997"
"MUCURICI","ES","-18.09","-40.51"
"MUITOS CAPOES","RS","-28.31","-51.18"
"MULITERNO","RS","-28.32","-51.76"
"MULUNGU","CE","-4.3","-38.99"
"MULUNGU","PB","-7.02","-35.46"
"MULUNGU DO MORRO","BA","-11.96","-41.63"
"MUNDO NOVO","BA","-11.85","-40.47"
"MUNDO NOVO","GO","-13.77","-50.28"
"MUNDO NOVO","MS","-23.93","-54.27"
"MUNHOZ","MG","-22.61","-46.36"
"MUNHOZ DE MELO","PR","-23.14","-51.77"
"MUNIZ FERREIRA","BA","-13","-39.11"
"MUNIZ FREIRE","ES","-20.46","-41.41"
"MUQUEM DE SAO FRANCISCO","BA","-12.06","-43.54"
"MUQUI","ES","-20.95","-41.34"
"MURIAE","MG","-21.13","-42.36"
"MURIBECA","SE","-10.42","-36.950000000000003"
"MURICI","AL","-9.3000000000000007","-35.94"
"MURICI DOS PORTELAS","PI","-3.31","-42.09"
"MURICILANDIA","TO","-7.14","-48.61"
"MURITIBA","BA","-12.62","-38.99"
"MURUTINGA DO SUL","SP","-20.99","-51.27"
"MUTUIPE","BA","-13.22","-39.5"
"MUTUM","MG","-19.8","-41.43"
"MUTUNOPOLIS","GO","-13.73","-49.27"
"MUZAMBINHO","MG","-21.37","-46.52"
"NACIP RAYDAN","MG","-18.45","-42.24"
"NANTES","SP","-22.62","-51.23"
"NANUQUE","MG","-17.829999999999998","-40.35"
"NAO-ME-TOQUE","RS","-28.45","-52.82"
"NAQUE","MG","-19.23","-42.32"
"NARANDIBA","SP","-22.4","-51.52"
"NATAL","RN","-5.79","-35.200000000000003"
"NATALANDIA","MG","-16.5","-46.49"
"NATERCIA","MG","-22.12","-45.51"
"NATIVIDADE","RJ","-21.04","-41.97"
"NATIVIDADE","TO","-11.71","-47.72"
"NATIVIDADE DA SERRA","SP","-23.37","-45.44"
"NATUBA","PB","-7.64","-35.549999999999997"
"NAVEGANTES","SC","-26.89","-48.65"
"NAVIRAI","MS","-23.06","-54.19"
"NAZARE","BA","-13.03","-39.01"
"NAZARE","TO","-6.37","-47.66"
"NAZARE DA MATA","PE","-7.74","-35.22"
"NAZARE DO PIAUI","PI","-6.97","-42.67"
"NAZARE PAULISTA","SP","-23.18","-46.39"
"NAZARENO","MG","-21.21","-44.61"
"NAZAREZINHO","PB","-6.91","-38.32"
"NAZARIO","GO","-16.579999999999998","-49.88"
"NEOPOLIS","SE","-10.32","-36.57"
"NEPOMUCENO","MG","-21.23","-45.23"
"NEROPOLIS","GO","-16.399999999999999","-49.21"
"NEVES PAULISTA","SP","-20.84","-49.63"
"NHAMUNDA","AM","-2.1800000000000002","-56.71"
"NHANDEARA","SP","-20.69","-50.03"
"NICOLAU VERGUEIRO","RS","-28.53","-52.46"
"NILO PECANHA","BA","-13.59","-39.1"
"NILOPOLIS","RJ","-22.8","-43.41"
"NINA RODRIGUES","MA","-3.46","-43.9"
"NINHEIRA","MG","-15.32","-41.75"
"NIOAQUE","MS","-21.13","-55.83"
"NIPOA","SP","-20.91","-49.77"
"NIQUELANDIA","GO","-14.47","-48.46"
"NISIA FLORESTA","RN","-6.09","-35.200000000000003"
"NITEROI","RJ","-22.88","-43.1"
"NOBRES","MT","-14.72","-56.32"
"NONOAI","RS","-27.36","-52.77"
"NORDESTINA","BA","-10.82","-39.42"
"NORMANDIA","RR","3.88","-59.62"
"NORTELANDIA","MT","-14.45","-56.8"
"NOSSA SENHORA APARECIDA","SE","-10.44","-37.479999999999997"
"NOSSA SENHORA DA GLORIA","SE","-10.210000000000001","-37.42"
"NOSSA SENHORA DAS DORES","SE","-10.49","-37.19"
"NOSSA SENHORA DAS GRACAS","PR","-22.91","-51.79"
"NOSSA SENHORA DE LOURDES","SE","-10.07","-37.049999999999997"
"NOSSA SENHORA DE NAZARE","PI","-4.63","-42.17"
"NOSSA SENHORA DO LIVRAMENTO","MT","-15.77","-56.34"
"NOSSA SENHORA DO SOCORRO","SE","-10.85","-37.119999999999997"
"NOSSA SENHORA DOS REMEDIOS","PI","-3.97","-42.62"
"NOVA ALIANCA","SP","-21.01","-49.49"
"NOVA ALIANCA DO IVAI","PR","-23.17","-52.6"
"NOVA ALVORADA","RS","-28.67","-52.16"
"NOVA ALVORADA DO SUL","MS","-21.46","-54.38"
"NOVA AMERICA","GO","-15.02","-49.89"
"NOVA AMERICA DA COLINA","PR","-23.33","-50.71"
"NOVA ANDRADINA","MS","-22.23","-53.34"
"NOVA ARACA","RS","-28.65","-51.74"
"NOVA AURORA","GO","-18.05","-48.25"
"NOVA AURORA","PR","-24.52","-53.25"
"NOVA BANDEIRANTES","MT","-9.81","-57.86"
"NOVA BASSANO","RS","-28.72","-51.7"
"NOVA BELEM","MG","-18.47","-41.01"
"NOVA BOA VISTA","RS","-27.99","-52.97"
"NOVA BRASILANDIA","MT","-14.95","-54.96"
"NOVA BRASILANDIA D'OESTE","RO","-11.71","-62.26"
"NOVA BRESCIA","RS","-29.21","-52.02"
"NOVA CAMPINA","SP","-24.12","-48.9"
"NOVA CANAA","BA","-14.79","-40.14"
"NOVA CANAA DO NORTE","MT","-10.55","-55.95"
"NOVA CANAA PAULISTA","SP","-20.38","-50.94"
"NOVA CANDELARIA","RS","-27.6","-54.1"
"NOVA CANTU","PR","-24.67","-52.56"
"NOVA CASTILHO","SP","-20.76","-50.34"
"NOVA COLINAS","MA","-7.11","-46.25"
"NOVA CRIXAS","GO","-14.09","-50.32"
"NOVA CRUZ","RN","-6.47","-35.43"
"NOVA ERA","MG","-19.75","-43.03"
"NOVA ERECHIM","SC","-26.9","-52.9"
"NOVA ESPERANCA","PR","-23.18","-52.2"
"NOVA ESPERANCA DO PIRIA","PA","-2.2599999999999998","-46.96"
"NOVA ESPERANCA DO SUDOESTE","PR","-25.9","-53.26"
"NOVA ESPERANCA DO SUL","RS","-29.41","-54.82"
"NOVA EUROPA","SP","-21.77","-48.56"
"NOVA FATIMA","BA","-11.6","-39.630000000000003"
"NOVA FATIMA","PR","-23.43","-50.56"
"NOVA FLORESTA","PB","-6.45","-36.200000000000003"
"NOVA FRIBURGO","RJ","-22.28","-42.53"
"NOVA GLORIA","GO","-15.14","-49.57"
"NOVA GRANADA","SP","-20.53","-49.31"
"NOVA GUARITA","MT","-10.31","-55.41"
"NOVA GUATAPORANGA","SP","-21.33","-51.64"
"NOVA HARTZ","RS","-29.58","-50.9"
"NOVA IBIA","BA","-13.81","-39.619999999999997"
"NOVA IGUACU","RJ","-22.75","-43.45"
"NOVA IGUACU DE GOIAS","GO","-14.28","-49.38"
"NOVA INDEPENDENCIA","SP","-21.1","-51.49"
"NOVA IORQUE","MA","-6.73","-44.04"
"NOVA IPIXUNA","PA","-4.92","-49.07"
"NOVA ITABERABA","SC","-26.94","-52.81"
"NOVA ITARANA","BA","-13.02","-40.06"
"NOVA LACERDA","MT","-14.47","-59.6"
"NOVA LARANJEIRAS","PR","-25.3","-52.54"
"NOVA LIMA","MG","-19.98","-43.84"
"NOVA LONDRINA","PR","-22.76","-52.98"
"NOVA LUZITANIA","SP","-20.85","-50.26"
"NOVA MAMORE","RO","-10.41","-65.33"
"NOVA MARILANDIA","MT","-14.36","-56.96"
"NOVA MARINGA","MT","-13.02","-57.07"
"NOVA MODICA","MG","-18.43","-41.5"
"NOVA MONTE VERDE","MT","-9.98","-57.53"
"NOVA MUTUM","MT","-13.83","-56.08"
"NOVA ODESSA","SP","-22.77","-47.29"
"NOVA OLIMPIA","MT","-14.79","-57.28"
"NOVA OLIMPIA","PR","-23.47","-53.08"
"NOVA OLINDA","CE","-7.09","-39.68"
"NOVA OLINDA","PB","-7.48","-38.04"
"NOVA OLINDA","TO","-7.63","-48.42"
"NOVA OLINDA DO MARANHAO","MA","-2.84","-45.69"
"NOVA OLINDA DO NORTE","AM","-3.88","-59.09"
"NOVA PADUA","RS","-29.02","-51.3"
"NOVA PALMA","RS","-29.47","-53.46"
"NOVA PALMEIRA","PB","-6.67","-36.42"
"NOVA PETROPOLIS","RS","-29.37","-51.11"
"NOVA PONTE","MG","-19.13","-47.68"
"NOVA PORTEIRINHA","MG","-15.8","-43.3"
"NOVA PRATA","RS","-28.78","-51.61"
"NOVA PRATA DO IGUACU","PR","-25.63","-53.34"
"NOVA RAMADA","RS","-28.06","-53.69"
"NOVA REDENCAO","BA","-12.81","-41.07"
"NOVA RESENDE","MG","-21.12","-46.42"
"NOVA ROMA","GO","-13.74","-46.88"
"NOVA ROMA DO SUL","RS","-28.99","-51.4"
"NOVA ROSALANDIA","TO","-10.56","-48.91"
"NOVA RUSSAS","CE","-4.7","-40.56"
"NOVA SANTA BARBARA","PR","-23.59","-50.72"
"NOVA SANTA RITA","RS","-29.85","-51.27"
"NOVA SANTA ROSA","PR","-24.46","-53.95"
"NOVA SERRANA","MG","-19.87","-44.98"
"NOVA SOURE","BA","-11.23","-38.479999999999997"
"NOVA TEBAS","PR","-24.43","-51.94"
"NOVA TIMBOTEUA","PA","-1.2","-47.38"
"NOVA TRENTO","SC","-27.28","-48.93"
"NOVA UBIRATA","MT","-12.99","-55.25"
"NOVA UNIAO","MG","-19.690000000000001","-43.58"
"NOVA UNIAO","RO","-10.9","-62.56"
"NOVA VENECIA","ES","-18.71","-40.4"
"NOVA VENEZA","GO","-16.37","-49.32"
"NOVA VENEZA","SC","-28.63","-49.49"
"NOVA VICOSA","BA","-17.89","-39.369999999999997"
"NOVA XAVANTINA","MT","-14.67","-52.35"
"NOVAIS","SP","-20.99","-48.91"
